1,34,2
1,87,5
1,23,4
1,62,3
1,80,4
1,96,5
1,104,1
1,81,5
1,151,4
1,1,5
1,26,3
1,106,4
1,100,5
1,154,5
1,99,3
1,37,2
1,58,4
1,130,3
1,49,3
1,77,4
1,63,2
1,107,4
1,127,5
1,8,1
1,82,5
2,50,5
2,19,3
2,100,5
2,127,5
2,13,4
2,10,2
2,25,4
2,14,4
2,1,4
2,111,4
4,50,5
5,143,3
5,105,3
5,80,2
5,79,3
5,94,3
5,151,3
5,69,1
5,89,5
5,109,5
5,42,5
5,110,1
5,144,3
5,100,5
5,2,3
5,21,3
5,99,3
5,153,5
5,1,4
5,17,4
5,66,1
5,50,4
5,70,4
5,25,3
5,95,4
5,101,5
5,40,4
5,98,3
5,29,4
5,121,4
5,90,3
6,98,5
6,117,2
6,28,2
6,47,3
6,133,4
6,19,4
6,14,5
6,127,5
6,135,5
6,132,5
6,69,3
6,81,4
6,1,4
6,8,4
6,15,3
6,56,4
6,131,5
6,137,5
6,136,5
6,124,5
6,89,4
6,22,3
6,95,2
7,81,5
7,134,4
7,8,5
7,141,5
7,10,4
7,121,5
7,77,5
7,131,5
7,27,4
7,80,4
7,44,5
7,31,4
7,9,5
7,78,3
7,153,5
8,96,3
8,127,5
8,22,5
8,50,5
8,89,4
8,82,5
8,55,5
8,11,3
8,79,4
9,7,4
9,6,5
10,100,5
10,60,3
10,11,4
10,124,5
10,153,4
10,98,4
10,13,3
10,33,4
10,40,4
10,85,4
10,56,5
10,32,4
10,127,5
10,129,4
10,16,4
10,133,5
10,82,4
10,69,4
10,9,4
10,134,5
10,50,5
10,1,4
10,22,5
10,7,4
10,144,4
10,135,5
10,64,4
10,99,5
10,137,4
11,12,2
11,29,3
11,8,4
11,42,3
11,94,3
11,123,3
11,69,3
11,25,3
11,39,3
11,22,4
11,107,4
11,111,4
11,51,4
11,52,3
11,86,4
11,58,3
11,15,5
11,56,4
11,79,4
11,120,2
11,11,2
11,9,5
12,132,5
12,88,5
12,4,5
12,82,4
12,97,5
12,50,4
12,98,5
12,127,4
12,133,4
12,69,5
12,96,4
12,143,5
13,61,4
13,2,3
13,78,1
13,23,5
13,82,2
13,32,4
13,64,5
13,42,4
13,150,5
13,109,4
13,49,4
13,28,5
13,13,5
13,92,3
13,17,1
13,118,4
13,22,4
14,9,4
14,19,5
14,7,5
14,121,3
14,116,5
14,127,2
14,98,3
14,124,5
14,70,1
14,50,5
14,25,2
14,23,5
14,18,3
14,42,4
14,111,3
14,14,3
14,22,3
14,12,5
14,32,5
14,13,4
15,1,1
15,14,4
15,25,3
15,121,3
15,15,4
15,50,5
15,127,2
15,118,1
15,13,1
15,18,1
15,148,3
15,7,1
15,111,4
15,9,4
15,125,5
16,55,5
16,8,5
16,11,5
16,4,5
16,98,5
16,99,5
16,76,5
16,9,5
16,134,4
16,27,2
16,28,5
16,143,5
16,100,5
16,109,4
16,135,4
16,12,5
16,58,4
16,151,5
16,22,5
16,15,5
16,7,5
16,89,2
16,64,5
16,71,5
17,9,3
17,151,4
17,111,3
17,117,3
17,125,1
17,1,4
17,13,3
18,99,5
18,22,5
18,64,5
18,131,4
18,6,5
18,88,3
18,134,5
18,133,5
18,14,5
18,86,4
18,98,5
18,1,5
18,135,3
18,19,3
18,83,5
18,97,4
18,8,5
18,15,4
18,72,3
18,25,3
18,95,4
18,126,5
18,48,4
18,57,4
18,125,3
18,50,4
18,153,4
18,113,5
18,56,5
18,132,5
19,153,4
19,4,4
20,143,3
20,50,3
20,22,5
20,11,2
20,151,3
20,87,5
20,94,2
20,118,4
20,148,5
20,15,4
20,82,4
20,98,3
21,50,3
21,118,1
21,121,1
21,100,5
21,56,5
21,123,4
21,103,1
21,9,5
21,15,4
21,7,5
21,129,4
21,5,2
21,145,1
21,1,5
21,106,2
21,17,4
21,127,5
22,118,4
22,128,5
22,79,4
22,17,4
22,21,4
22,4,5
22,80,4
22,24,5
22,153,5
22,110,1
22,89,5
22,144,5
22,85,5
22,105,1
22,127,5
22,154,4
23,98,5
23,55,4
23,132,4
23,151,3
23,14,4
23,134,4
23,124,5
23,50,4
23,1,5
23,145,3
23,56,4
23,71,3
23,109,3
23,153,4
23,13,4
24,8,5
24,129,3
24,153,4
24,7,4
24,132,3
24,98,5
24,97,4
24,55,5
24,11,5
24,100,5
24,71,5
24,41,5
24,64,5
24,117,4
24,69,5
24,151,5
24,92,5
24,127,5
24,58,3
24,12,5
24,109,3
24,79,4
24,9,5
25,8,4
25,114,5
25,135,3
25,131,4
25,23,4
25,50,5
25,79,4
25,116,4
25,98,5
25,141,4
25,25,5
25,1,5
25,134,4
25,151,4
25,143,3
25,121,4
25,13,4
25,125,5
26,15,4
26,13,3
26,116,2
26,125,4
26,111,3
26,1,3
26,121,3
26,122,1
26,148,3
26,126,4
26,109,3
26,24,3
26,118,3
26,151,3
26,129,4
26,150,3
26,127,5
26,14,3
26,50,4
26,25,3
26,117,3
27,121,4
27,9,4
27,123,5
28,89,4
28,28,4
28,11,4
28,70,4
28,56,5
28,95,3
28,117,4
28,31,4
28,145,3
28,96,5
28,98,5
28,79,4
28,7,5
28,5,3
28,143,4
29,79,4
29,12,5
